88.000000,97.1,-73.0,,,,
88.010000,64.0,-84.5,,,,
88.020000,79.1,-82.4,,,,
88.030000,26.5,-92.8,,,,
88.040000,11.4,-92.8,,,,
88.050000,5.0,-98.3,,,,
88.060000,2.4,-90.0,,,,
88.070000,0.8,-97.2,,,,
88.730000,2.6,-89.0,,,,
88.780000,0.5,-89.5,,,,
89.420000,0.0,-93.3,,,,
89.430000,0.2,-94.4,,,,
89.440000,4.2,-91.7,,,,
89.450000,11.3,-89.0,,,,
89.460000,23.8,-87.9,,,,
89.470000,36.2,-84.5,,,,
89.480000,50.5,-85.7,,,,
89.490000,65.2,-85.7,,,,
89.500000,69.6,-85.7,,,,
89.510000,68.0,-85.1,,,,
89.520000,56.5,-85.1,,,,
89.530000,34.2,-83.5,,,,
89.540000,20.5,-87.3,,,,
89.550000,10.9,-88.4,,,,
89.560000,4.3,-93.3,,,,
89.570000,0.2,-95.5,,,,
89.580000,0.0,-89.5,,,,
90.230000,0.0,-99.4,,,,
90.240000,0.1,-95.5,,,,
90.250000,0.2,-95.5,,,,
90.260000,0.1,-91.7,,,,
90.270000,0.0,-91.7,,,,
90.320000,0.0,-92.8,,,,
90.360000,0.0,-96.1,,,,
90.370000,0.6,-91.1,,,,
90.380000,0.2,-92.8,,,,
90.390000,1.5,-93.9,,,,
90.400000,6.5,-93.9,,,,
90.410000,19.2,-94.4,,,,
90.420000,39.5,-89.0,,,,
90.430000,61.0,-84.0,,,,
90.440000,69.5,-78.0,,,,
90.450000,80.8,-73.0,,,,
90.460000,90.7,-68.1,,,,
90.470000,95.5,-67.0,,,,
90.480000,98.1,-63.1,,,,
90.490000,98.8,-66.4,,,,
90.500000,98.8,-66.4,,,,
90.510000,98.2,-67.0,,,,
90.520000,96.8,-67.5,,,,
90.530000,94.3,-67.5,,,,
90.540000,89.2,-71.9,,,,
90.550000,77.8,-75.2,,,,
90.560000,65.3,-75.8,,,,
90.570000,50.4,-79.1,,,,
90.580000,34.5,-85.1,,,,
90.590000,14.2,-88.4,,,,
90.600000,3.6,-95.0,,,,
90.610000,0.4,-93.9,,,,
90.620000,0.1,-94.4,,,,
91.220000,0.0,-92.2,,,,
91.280000,0.2,-89.5,,,,
91.550000,2.8,-92.2,,,,
91.700000,0.0,-91.7,,,,
92.000000,0.0,-88.4,,,,
92.020000,0.0,-89.5,,,,
92.070000,0.0,-86.8,,,,
92.100000,0.3,-89.0,,,,
92.160000,0.5,-87.3,,,,
92.270000,0.0,-87.9,,,,
92.290000,0.0,-90.0,,,,
92.330000,0.2,-90.0,,,,
92.340000,0.0,-87.3,,,,
92.370000,0.0,-90.0,,,,
92.380000,0.0,-88.4,,,,
92.400000,0.0,-90.6,,,,
92.410000,13.0,-85.1,,,,
92.450000,0.0,-90.0,,,,
92.460000,0.0,-92.8,,,,
92.500000,1.5,-90.0,,,,
92.550000,0.8,-90.6,,,,
92.660000,0.0,-91.7,,,,
92.670000,1.3,-90.0,,,,
92.680000,5.2,-91.1,,,,
92.690000,10.9,-89.5,,,,
92.700000,22.6,-90.0,,,,
92.710000,36.2,-89.5,,,,
92.720000,55.6,-86.2,,,,
92.730000,78.0,-85.1,,,,
92.740000,87.6,-80.2,,,,
92.750000,92.8,-77.4,,,,
92.760000,88.2,-75.8,,,,
92.770000,77.5,-75.8,,,,
92.780000,54.5,-81.8,,,,
92.790000,33.0,-86.2,,,,
92.800000,17.1,-89.0,,,,
92.810000,8.5,-91.7,,,,
92.820000,4.9,-87.3,,,,
92.830000,1.0,-88.4,,,,
92.870000,0.2,-86.8,,,,
92.880000,0.1,-89.5,,,,
92.890000,0.0,-91.1,,,,
92.920000,0.7,-86.2,,,,
92.930000,0.0,-89.5,,,,
92.940000,0.1,-92.2,,,,
92.960000,7.6,-87.3,,,,
92.980000,0.0,-91.1,,,,
93.000000,0.1,-88.4,,,,
93.310000,0.0,-92.2,,,,
93.320000,0.0,-92.2,,,,
93.420000,1.7,-94.4,,,,
93.430000,4.5,-90.0,,,,
93.440000,6.8,-92.2,,,,
93.450000,10.4,-90.6,,,,
93.460000,17.7,-92.2,,,,
93.470000,23.6,-95.0,,,,
93.480000,37.1,-87.9,,,,
93.490000,56.9,-90.6,,,,
93.500000,70.7,-76.3,,,,
93.510000,59.6,-88.4,,,,
93.520000,38.2,-88.4,,,,
93.530000,20.8,-92.8,,,,
93.540000,15.5,-92.8,,,,
93.550000,11.6,-91.7,,,,
93.560000,6.0,-93.3,,,,
93.570000,9.2,-88.4,,,,
93.580000,2.0,-94.4,,,,
93.630000,1.2,-91.1,,,,
93.980000,0.1,-91.7,,,,
93.990000,0.6,-87.9,,,,
94.000000,13.1,-89.0,,,,
94.010000,0.3,-96.1,,,,
94.020000,0.0,-97.2,,,,
94.040000,0.0,-93.3,,,,
94.120000,0.0,-90.6,,,,
94.360000,2.2,-91.1,,,,
94.390000,0.0,-93.3,,,,
94.400000,3.5,-92.2,,,,
94.410000,28.4,-87.9,,,,
94.420000,52.4,-83.5,,,,
94.430000,59.6,-81.8,,,,
94.440000,69.3,-81.8,,,,
94.450000,78.7,-79.6,,,,
94.460000,85.7,-81.8,,,,
94.470000,91.9,-78.5,,,,
94.480000,95.1,-79.1,,,,
94.490000,97.0,-79.6,,,,
94.500000,97.6,-79.1,,,,
94.510000,97.0,-79.6,,,,
94.520000,95.8,-78.5,,,,
94.530000,93.7,-78.0,,,,
94.540000,89.9,-80.7,,,,
94.550000,85.3,-78.5,,,,
94.560000,78.8,-80.7,,,,
94.570000,71.1,-85.1,,,,
94.580000,59.9,-88.4,,,,
94.590000,43.8,-93.9,,,,
94.600000,13.8,-94.4,,,,
94.610000,0.2,-95.0,,,,
94.960000,0.3,-92.8,,,,
94.970000,0.6,-92.2,,,,
94.980000,2.5,-94.4,,,,
94.990000,19.3,-89.0,,,,
95.000000,24.8,-86.2,,,,
95.010000,12.3,-90.6,,,,
95.020000,2.8,-90.6,,,,
95.030000,0.5,-90.6,,,,
95.040000,0.1,-95.5,,,,
95.050000,0.1,-89.0,,,,
95.220000,0.0,-90.6,,,,
95.230000,0.1,-91.7,,,,
95.250000,0.1,-89.5,,,,
95.260000,0.1,-87.9,,,,
95.760000,0.3,-86.2,,,,
95.890000,0.0,-91.1,,,,
96.310000,0.1,-92.2,,,,
96.380000,0.0,-90.6,,,,
96.390000,0.6,-94.4,,,,
96.400000,3.0,-95.0,,,,
96.410000,6.8,-93.9,,,,
96.420000,11.5,-92.8,,,,
96.430000,16.7,-87.9,,,,
96.440000,27.8,-84.5,,,,
96.450000,34.9,-76.9,,,,
96.460000,47.9,-74.1,,,,
96.470000,57.9,-76.3,,,,
96.480000,75.5,-80.7,,,,
96.490000,76.9,-86.8,,,,
96.500000,83.7,-90.0,,,,
96.510000,77.8,-91.7,,,,
96.520000,72.4,-95.0,,,,
96.530000,57.9,-94.4,,,,
96.540000,47.7,-93.9,,,,
96.550000,34.4,-91.1,,,,
96.560000,23.9,-89.5,,,,
96.570000,15.2,-95.5,,,,
96.580000,10.1,-93.9,,,,
96.590000,6.6,-92.8,,,,
96.600000,2.1,-92.8,,,,
96.610000,0.2,-92.8,,,,
97.840000,0.3,-92.2,,,,
98.340000,0.0,-92.2,,,,
98.390000,14.0,-85.7,,,,
98.450000,0.3,-92.2,,,,
98.510000,0.2,-95.5,,,,
98.770000,0.0,-92.8,,,,
99.730000,92.6,-85.1,,,,
99.750000,100.0,-69.2,,,,
99.770000,88.1,-85.7,,,,
99.990000,7.6,-88.4,,,,
100.000000,100.0,-71.9,,,,
100.010000,51.7,-86.2,,,,
100.040000,0.2,-88.4,,,,
100.470000,0.1,-93.9,,,,
100.650000,0.1,-90.0,,,,
100.690000,0.0,-92.2,,,,
100.710000,0.1,-90.0,,,,
100.720000,0.1,-90.6,,,,
100.730000,0.2,-93.3,,,,
100.740000,1.3,-93.3,,,,
100.750000,5.3,-91.7,,,,
100.760000,1.5,-93.3,,,,
100.770000,0.1,-93.3,,,,
100.780000,0.1,-91.7,,,,
100.800000,0.1,-91.1,,,,
100.810000,0.0,-93.3,,,,
101.190000,0.1,-90.6,,,,
101.210000,0.0,-92.8,,,,
101.220000,0.1,-92.2,,,,
101.230000,0.1,-93.3,,,,
101.240000,0.1,-92.2,,,,
101.250000,0.7,-91.7,,,,
101.260000,3.0,-87.9,,,,
101.270000,0.1,-93.9,,,,
101.280000,0.1,-94.4,,,,
101.300000,0.1,-92.8,,,,
101.310000,0.4,-89.0,,,,
101.740000,0.2,-87.3,,,,
101.870000,31.8,-86.2,,,,
101.930000,1.4,-91.7,,,,
102.120000,0.1,-89.5,,,,
102.180000,2.8,-88.4,,,,
102.190000,28.0,-86.8,,,,
102.200000,53.6,-81.8,,,,
102.210000,54.6,-81.8,,,,
102.220000,67.2,-82.4,,,,
102.230000,77.0,-83.5,,,,
102.240000,83.0,-81.3,,,,
102.250000,83.6,-84.0,,,,
102.260000,85.2,-81.8,,,,
102.270000,81.6,-82.9,,,,
102.280000,72.7,-82.4,,,,
102.290000,67.8,-81.3,,,,
102.300000,59.8,-81.8,,,,
102.310000,38.2,-85.1,,,,
102.320000,5.0,-87.9,,,,
102.330000,0.0,-90.0,,,,
102.540000,0.1,-94.4,,,,
102.620000,4.0,-97.2,,,,
102.690000,14.9,-96.1,,,,
103.160000,0.5,-97.2,,,,
103.170000,5.9,-95.5,,,,
103.180000,10.5,-96.6,,,,
103.190000,13.2,-96.1,,,,
103.200000,19.1,-95.0,,,,
103.210000,26.8,-96.6,,,,
103.220000,37.1,-95.5,,,,
103.230000,89.5,-84.5,,,,
103.240000,79.7,-85.7,,,,
103.250000,98.6,-70.3,,,,
103.260000,84.5,-89.0,,,,
103.270000,91.6,-84.0,,,,
103.280000,38.1,-91.7,,,,
103.290000,29.0,-97.2,,,,
103.300000,21.4,-98.3,,,,
103.310000,15.7,-96.1,,,,
103.320000,11.7,-97.2,,,,
103.330000,7.5,-91.7,,,,
103.340000,1.7,-92.8,,,,
103.490000,0.3,-93.9,,,,
103.500000,99.6,-73.6,,,,
103.510000,0.3,-94.4,,,,
103.950000,0.0,-92.2,,,,
103.960000,0.3,-93.3,,,,
103.970000,2.7,-87.3,,,,
103.980000,9.3,-87.3,,,,
103.990000,27.3,-85.1,,,,
104.000000,41.4,-85.1,,,,
104.010000,38.6,-83.5,,,,
104.020000,26.6,-89.0,,,,
104.030000,13.2,-88.4,,,,
104.040000,7.0,-87.3,,,,
104.050000,4.0,-91.7,,,,
104.060000,3.1,-90.6,,,,
104.070000,1.2,-92.8,,,,
104.080000,0.4,-93.9,,,,
104.090000,0.1,-93.9,,,,
104.100000,0.0,-97.7,,,,
106.920000,0.0,-93.3,,,,
106.930000,1.8,-91.1,,,,
106.940000,7.4,-91.1,,,,
106.950000,17.4,-81.3,,,,
106.960000,30.8,-80.2,,,,
106.970000,50.2,-83.5,,,,
106.980000,70.0,-79.6,,,,
106.990000,83.1,-73.6,,,,
107.000000,91.5,-74.7,,,,
107.010000,85.0,-76.3,,,,
107.020000,72.9,-81.8,,,,
107.030000,52.1,-80.7,,,,
107.040000,34.1,-90.0,,,,
107.050000,19.6,-89.0,,,,
107.060000,9.8,-87.9,,,,
107.070000,3.2,-89.5,,,,
107.080000,0.1,-94.4,,,,
107.670000,0.2,-96.6,,,,
107.680000,3.0,-97.2,,,,
107.690000,6.2,-98.3,,,,
107.700000,10.7,-96.6,,,,
107.710000,17.5,-97.2,,,,
107.720000,26.5,-95.0,,,,
107.730000,37.4,-95.0,,,,
107.740000,50.6,-91.1,,,,
107.750000,61.6,-88.4,,,,
107.760000,62.6,-82.4,,,,
107.770000,54.9,-82.9,,,,
107.780000,46.9,-80.7,,,,
107.790000,34.4,-82.4,,,,
107.800000,22.9,-80.2,,,,
107.810000,14.0,-85.7,,,,
107.820000,8.7,-82.9,,,,
107.830000,4.9,-87.3,,,,
107.840000,0.6,-89.5,,,,
